time	I(R9)
9.344361559537820e-03	5.467619e-03
9.363892809537819e-03	5.421949e-03
9.383424059537819e-03	5.363386e-03
9.402955309537818e-03	5.293037e-03
9.422486559537818e-03	5.212122e-03
9.442017809537817e-03	5.121960e-03
9.461549059537817e-03	5.023948e-03
9.481080309537817e-03	4.919536e-03
9.500611559537816e-03	4.810216e-03
9.520142809537816e-03	4.697499e-03
9.539674059537815e-03	4.582905e-03
9.559205309537815e-03	4.467944e-03
9.578736559537815e-03	4.354115e-03
9.598267809537814e-03	4.242899e-03
9.617799059537814e-03	4.135749e-03
9.637330309537813e-03	4.034090e-03
9.656861559537813e-03	3.939307e-03
9.676392809537812e-03	3.852735e-03
9.695924059537812e-03	3.775639e-03
9.715455309537812e-03	3.709195e-03
9.734986559537811e-03	3.654454e-03
9.754517809537811e-03	3.612023e-03
9.772356051787163e-03	3.585158e-03
9.791887301787162e-03	3.569258e-03
9.811418551787162e-03	3.567168e-03
9.830949801787161e-03	3.579265e-03
9.850481051787161e-03	3.605407e-03
9.870012301787160e-03	3.645244e-03
9.889543551787160e-03	3.698231e-03
9.909074801787160e-03	3.763658e-03
9.928606051787159e-03	3.840661e-03
9.948137301787159e-03	3.928242e-03
9.967668551787158e-03	4.025282e-03
9.987199801787158e-03	4.130543e-03
1.000673105178716e-02	4.242669e-03
1.002626230178716e-02	4.360175e-03
1.004579355178716e-02	4.481438e-03
1.006532480178716e-02	4.604680e-03
1.008485605178716e-02	4.727973e-03
1.010438730178716e-02	4.849237e-03
1.012391855178716e-02	4.966283e-03
1.014344980178715e-02	5.076869e-03
1.016298105178715e-02	5.178801e-03
1.018251230178715e-02	5.270029e-03
1.020204355178715e-02	5.348764e-03
1.022157480178715e-02	5.413570e-03
1.024110605178715e-02	5.463415e-03
1.026063730178715e-02	5.497666e-03
1.028016855178715e-02	5.516068e-03
1.029969980178715e-02	5.518692e-03
1.031923105178715e-02	5.505878e-03
1.033876230178715e-02	5.478196e-03
1.035829355178715e-02	5.436406e-03
1.037782480178715e-02	5.381431e-03
1.039735605178715e-02	5.314340e-03
1.041688730178715e-02	5.236323e-03
1.043641855178715e-02	5.148673e-03
1.045594980178715e-02	5.052765e-03
1.047548105178715e-02	4.950037e-03
1.049501230178715e-02	4.841971e-03
1.051454355178715e-02	4.730072e-03
1.053407480178715e-02	4.615861e-03
1.055360605178715e-02	4.500850e-03
1.057313730178715e-02	4.386545e-03
1.059266855178715e-02	4.274430e-03
1.061219980178714e-02	4.165967e-03
1.063173105178714e-02	4.062591e-03
1.065126230178714e-02	3.965698e-03
1.067079355178714e-02	3.876638e-03
1.069032480178714e-02	3.796701e-03
1.070985605178714e-02	3.727090e-03
1.072938730178714e-02	3.668267e-03
1.074506679051046e-02	3.630239e-03
1.076316592113506e-02	3.597612e-03
1.078269717113506e-02	3.575121e-03
1.080222842113506e-02	3.566375e-03
1.082175967113506e-02	3.571805e-03
1.084129092113506e-02	3.591372e-03
1.086082217113506e-02	3.624822e-03
1.088035342113506e-02	3.671701e-03
1.089988467113506e-02	3.731374e-03
1.091941592113506e-02	3.803047e-03
1.093894717113506e-02	3.885782e-03
1.095847842113506e-02	3.978519e-03
1.097800967113506e-02	4.080073e-03
1.099754092113506e-02	4.189146e-03
1.101707217113506e-02	4.304314e-03
1.103660342113506e-02	4.424021e-03
1.105613467113506e-02	4.546563e-03
1.107566592113506e-02	4.670082e-03
1.109519717113506e-02	4.792567e-03
1.111472842113506e-02	4.911876e-03
1.113425967113506e-02	5.025781e-03
1.115379092113506e-02	5.132053e-03
1.117332217113506e-02	5.228559e-03
1.119285342113505e-02	5.313372e-03
1.121238467113505e-02	5.384886e-03
1.123191592113505e-02	5.442597e-03
1.124782519304647e-02	5.478232e-03
1.126419162203090e-02	5.502841e-03
1.128372287203090e-02	5.517712e-03
1.130325412203090e-02	5.517493e-03
1.132278537203090e-02	5.501926e-03
1.134231662203090e-02	5.471615e-03
1.136184787203090e-02	5.427353e-03
1.138137912203090e-02	5.370090e-03
1.140091037203090e-02	5.300920e-03
1.142044162203090e-02	5.221051e-03
1.143997287203090e-02	5.131793e-03
1.145950412203090e-02	5.034535e-03
1.147903537203090e-02	4.930724e-03
1.149856662203090e-02	4.821847e-03
1.151809787203090e-02	4.709415e-03
1.153762912203089e-02	4.594946e-03
1.155716037203089e-02	4.479953e-03
1.157669162203089e-02	4.365936e-03
1.159622287203089e-02	4.254377e-03
1.161575412203089e-02	4.146735e-03
1.163528537203089e-02	4.044435e-03
1.165481662203089e-02	3.948869e-03
1.167434787203089e-02	3.861376e-03
1.169387912203089e-02	3.783231e-03
1.171341037203089e-02	3.715620e-03
1.173294162203089e-02	3.659118e-03
1.174949531083644e-02	3.620783e-03
1.176481241585871e-02	3.594679e-03
1.178434366585871e-02	3.573835e-03
1.180387491585871e-02	3.566280e-03
1.182340616585871e-02	3.572907e-03
1.184293741585871e-02	3.593658e-03
1.186246866585871e-02	3.628262e-03
1.188199991585871e-02	3.676247e-03
1.190153116585871e-02	3.736965e-03
1.192106241585871e-02	3.809608e-03
1.194059366585871e-02	3.893230e-03
1.196012491585871e-02	3.986757e-03
1.197965616585871e-02	4.088997e-03
1.199918741585871e-02	4.198640e-03
1.201871866585871e-02	4.314253e-03
1.203824991585871e-02	4.434267e-03
1.205778116585871e-02	4.556965e-03
1.207731241585870e-02	4.680477e-03
1.209684366585870e-02	4.802779e-03
1.211637491585870e-02	4.921719e-03
1.213590616585870e-02	5.035065e-03
1.215543741585870e-02	5.140594e-03
1.217496866585870e-02	5.236184e-03
1.219449991585870e-02	5.319934e-03
1.221403116585870e-02	5.390265e-03
1.223356241585870e-02	5.446503e-03
1.225050610104023e-02	5.483136e-03
